plant,planner,planner_arg,seed,rep,wall_s,return_sum,return_mean,steps_survived,survived,diverged,frac_diverged,plan_return_mean,optimism_gap,pred_err_1step,vel_err,yaw_rate_err,torque_rms
0.5,0.5,match,0,0,63.9587984085083,24.966916382312775,0.6089491800564092,41.0,0.0,0.0,0.00618106245965464,0.18288145496044309,-0.42606772509596613,0.0033980788475940216,0.4526698004181792,0.6823419832238337,30.763104205032835
0.5,1.0,1.0,0,0,1.002194881439209,10.605888783931732,0.8158375987639794,13.0,0.0,0.0,0.0,0.7562511165936788,-0.0595864821703006,0.06155760632827878,0.2080208590397468,1.2092086323178732,37.50851606652508
0.7,0.7,match,0,0,0.9597830772399902,9.245576560497284,0.8405069600452076,11.0,0.0,0.0,0.0,0.7099929869174957,-0.13051397312771196,3.797950019688301e-05,0.13888706571676515,1.850271506065672,41.601313486237245
0.7,1.0,1.0,0,0,3.5633797645568848,45.48973709344864,0.7457333949745678,61.0,0.0,0.0,0.0,0.6101321217914423,-0.13560127318312554,0.03411473657858247,0.32667545307061224,1.3453602654034975,35.2828616408523
1.0,1.0,match,0,0,9.667173385620117,139.78410506248474,0.8080006072975997,173.0,0.0,0.0,0.0,0.7176292237154273,-0.09037138358217245,0.001173996676455525,0.2213975407850708,1.4955448091805326,32.24554164622166
1.0,1.0,1.0,0,0,9.818850994110107,137.05689823627472,0.7876833231969812,174.0,0.0,0.0,0.0,0.6957721485395651,-0.09191117465741605,0.0010915570960424975,0.271934506033772,1.4682599062249921,31.56382274241509
1.4,1.4,match,0,0,7.775169610977173,107.90958714485168,0.7934528466533212,136.0,0.0,0.0,0.0,0.6131786788606809,-0.18027416779264027,0.0010608565077984307,0.2641030933899695,1.2458173594547106,31.595187861560714
1.4,1.0,1.0,0,0,1.604907512664795,20.200578272342682,0.8080231308937073,25.0,0.0,0.0,0.0,0.7433285117149353,-0.06469461917877195,0.018037532883075375,0.2478249916434288,0.6691627361625433,31.427030030735235
2.0,2.0,match,0,0,9.44978928565979,124.56865340471268,0.732756784733604,170.0,0.0,0.0,0.0,0.5679629596071483,-0.16479382512645568,0.0010358441258522019,0.3469006632838179,1.2382988482056294,35.64047241068093
2.0,1.0,1.0,0,0,10.726879835128784,155.42304462194443,0.8094950240726272,192.0,0.0,0.0,0.0,0.6269264811922977,-0.18256854288032953,0.052256202261226924,0.22923171921623484,1.352959255814009,35.017731480217705
0.5,0.5,match,1,0,2.660417079925537,26.045896887779236,0.5919522019949827,44.0,0.0,0.0,0.0032381074371758503,0.11714007731440455,-0.4748121246805781,0.0015361149784732617,0.45904857106506824,0.8263923110948368,33.288914179721274
0.5,1.0,1.0,1,0,0.7525184154510498,7.241595208644867,0.8046216898494296,9.0,0.0,0.0,0.0,0.7734266594052315,-0.031195030444198135,0.03272649442078546,0.19664993758002916,0.32743070481552017,42.80444066034768
