plant,seed,d_ret,d_steps,d_rmean,d_vel_err,prefix_T,d_prefix_rew,nom_qvel_lag1,true_qvel_lag1,nom_qvel_lag1_min,true_qvel_lag1_min,nom_hf_ratio,true_hf_ratio,nom_sat_frac,true_sat_frac,nom_act_abs,true_act_abs,nom_act_edge_frac,true_act_edge_frac
0.5,0,-19.591058909893036,-61.0,0.42485112156988925,-0.3978381796834477,8.0,0.0007174015045166016,-0.3990915937735126,0.3062993105159203,-0.8765366453753538,-0.5435166555920793,2.91332862135285,1.2580239368034352,0.0,0.0,0.2678585946559906,0.3353673219680786,0.0,0.01844532279314888
0.5,1,-18.9012668132782,-58.0,0.40762131645114075,-0.3786870380168531,9.0,0.018399536609649658,0.2751123468087979,0.3961423283047608,-0.5324115532277354,-0.010770152950768467,1.0943467609433786,1.2135714813457708,0.0,0.0013568521031207597,0.32936403155326843,0.30291926860809326,0.050505050505050504,0.016282225237449117
0.5,2,-30.265457689762115,-67.0,0.27562810569965124,-0.301202587030983,19.0,0.03259986639022827,0.30675223452816736,0.4483797371631281,-0.29590658558419425,0.03221971525485664,1.223639733543915,0.9894681979210456,0.0,0.0021141649048625794,0.3558465838432312,0.2907485365867615,0.03349282296650718,0.008456659619450317
0.5,3,-3.4828402996063232,-58.0,0.5420307102390365,-0.37995568117163353,17.0,-0.024401426315307617,0.36904165089596364,0.40838721829110675,0.03247266300421877,-0.3413647991786389,1.127654259492664,1.081711000727252,0.0,0.0,0.3329388499259949,0.33033421635627747,0.03208556149732621,0.01818181818181818
0.5,4,16.482853174209595,-76.0,0.7245946708478425,-0.4120270059493027,19.0,-0.05492877960205078,0.25066511283116616,0.2260871587277699,-0.36009227750833916,-0.681317898631673,1.6250234216194952,1.2879189381314808,0.004784688995215311,0.0009569377990430622,0.4002629220485687,0.3336550295352936,0.028708133971291867,0.022966507177033493
0.5,5,-19.261903703212738,-28.0,0.06966980413386703,-0.1192295653255363,10.0,-0.010472774505615234,-0.08499884530072134,0.4281655400778894,-0.8134930135418205,-0.33487893765671856,2.8472735653280306,0.9564316837159181,0.0,0.0,0.2869061529636383,0.2914065420627594,0.01818181818181818,0.0
0.5,6,-16.92392289638519,-36.0,0.23780218263467157,-0.2452048536700507,12.0,-0.010424554347991943,0.009372392841173548,0.505614198478595,-0.5561288793238762,0.020002330662234606,2.635809788074175,0.7633193259035385,0.0,0.0,0.27456918358802795,0.2796781361103058,0.0,0.001893939393939394
0.5,7,-17.417962968349457,-37.0,0.2574621745256277,-0.26308473294744134,13.0,0.05416232347488403,0.28090553317285044,0.4290727640222969,-0.2842869568585963,0.013314258974227652,1.174094295484386,1.1102123994474364,0.0,0.0,0.3477976620197296,0.26470786333084106,0.006993006993006993,0.01090909090909091
0.5,8,-33.9541979432106,-146.0,0.49811211495827407,-0.41535229623699804,10.0,-0.025959253311157227,-0.005073960681501677,0.4136489331367811,-0.562389984648873,-0.2027010588941783,3.004193779104689,1.0330788491595368,0.0,0.0,0.2736835479736328,0.3522895872592926,0.02727272727272727,0.019230769230769232
0.5,9,-30.486761450767517,-128.0,0.4836796850286504,-0.41412592063810383,27.0,0.036409854888916016,0.07751735248868012,0.47964414265774996,-0.5546494046817637,0.09392713641501967,1.859681298197013,1.0243440482017048,0.0,0.0011730205278592375,0.34083130955696106,0.31836435198783875,0.016835016835016835,0.011143695014662757
0.5,10,-12.499521374702454,-52.0,0.3807659831311967,-0.3255100077018142,20.0,0.003493010997772217,0.3653374041012358,0.48491591515859916,-0.23972173184725196,-0.14341339941859302,1.4247639829439855,0.910509386936964,0.0,0.0,0.2940548360347748,0.3133602738380432,0.022727272727272728,0.012626262626262626
0.5,11,-14.911236822605133,-30.0,0.1886550259330998,-0.2107590871822575,16.0,0.01249915361404419,0.19630436097042664,0.4061883785981896,-0.8130766547110033,-0.2711107280044312,1.5066417630783866,1.166471918317061,0.0,0.001976284584980237,0.3017521798610687,0.288699746131897,0.005681818181818182,0.003952569169960474
0.5,12,-15.058416843414307,-42.0,0.30492985903702935,-0.24178000892801538,16.0,-0.024234414100646973,0.16310291623566137,0.3969799266400109,-0.5986168562988187,-0.3304105511769047,1.5847985120356964,0.8743573093883926,0.0,0.0,0.3558087646961212,0.2994439899921417,0.022727272727272728,0.0109717868338558
0.5,13,-23.60186332464218,-34.0,0.08917975456286709,-0.1975210013584448,5.0,0.027601122856140137,0.6018489205666143,0.4726361299411881,-0.9948739676798255,0.0444192828190832,0.6803228161829292,0.8984438615997998,0.0,0.002331002331002331,0.19179992377758026,0.27467232942581177,0.0,0.0
0.5,14,-51.63408398628235,-95.0,0.24978917251285326,-0.3094226161384175,9.0,0.02290266752243042,0.2564939426194455,0.46440478702512583,0.007839841443070325,-0.16580584489783692,1.2612015277217485,1.0679481578042045,0.0,0.0017482517482517483,0.3239394426345825,0.30620893836021423,0.04040404040404041,0.009615384615384616
0.5,15,-81.7194350361824,-168.0,0.29494808719337334,-0.3251572910147166,5.0,0.03061431646347046,0.5371973723973096,0.4235236463492517,-0.2276993910481512,0.14854798698078267,0.599312060028425,1.1647601965425392,0.0,0.0021019442984760903,0.1472855657339096,0.3263815939426422,0.0,0.014713610089332634
0.6,0,-59.36369490623474,-77.0,-0.0827790405601263,0.1193390044921992,32.0,-0.15523284673690796,0.33149503539500746,0.29367011530479736,-0.2281595861972601,-0.16410402850014297,1.4328881157563165,1.5907583323334797,0.0,0.015012510425354461,0.35817593336105347,0.40325984358787537,0.04261363636363636,0.041701417848206836
0.6,1,-7.622915148735046,-11.0,0.06341143051783238,-0.1078688106632659,10.0,0.029316425323486328,0.3242302455665214,0.5207141873392452,-0.06706466282158767,0.18934780903297596,0.825813478847191,1.002380831444661,0.0,0.004329004329004329,0.29093271493911743,0.4014630913734436,0.0,0.017316017316017316
0.6,2,-133.96001929044724,-176.0,0.06126734426951441,-0.055002354594719166,19.0,0.032683491706848145,0.0936359753189835,0.3794866980381712,-0.9418693987768658,-0.05316249393558813,2.402474554076976,1.557293398159041,0.0,0.007459207459207459,0.3322690427303314,0.4090999364852905,0.0430622009569378,0.0331002331002331
0.6,3,-59.32881510257721,-71.0,-0.04687506313981682,0.04767998006901361,29.0,-0.008036553859710693,0.26591051220879003,0.5764030710273592,-0.5234368311335802,0.28376542493275686,1.497333836820912,0.8966904583891142,0.0,0.004545454545454545,0.34687340259552,0.373318076133728,0.03761755485893417,0.015454545454545455
0.6,4,17.41916424036026,20.0,0.056047453014867576,-0.012773594108040132,23.0,0.04580563306808472,0.2500157536532965,0.46825374880128495,-0.254776756794889,0.06875646619237581,1.7434254403702527,1.0527587056154941,0.0,0.0,0.35228458046913147,0.39023637771606445,0.021141649048625793,0.023715415019762844
0.6,5,-93.48056018352509,-154.0,0.16515453687344472,-0.1526635201621116,20.0,0.03703427314758301,0.5968587337336079,0.3146960994066303,0.15066515696128155,-0.19501052628878165,0.6833311026885642,1.5247805239641274,0.004545454545454545,0.017763845350052248,0.3005147874355316,0.4245719909667969,0.0,0.055381400208986416
0.6,6,-38.39470446109772,-61.0,0.020359985081042642,-0.042413979738710306,31.0,-0.12138158082962036,0.3942239585779221,0.485501659141927,-0.4525332253781597,0.04502329102748332,1.0238374416369356,1.0715833499832912,0.0,0.0,0.367495596408844,0.39229199290275574,0.03519061583577713,0.05138339920948617
0.6,7,-6.764544665813446,-31.0,0.2994264511042118,-0.23699640138791156,26.0,-0.02114039659500122,0.4530139111017392,0.4558264168645444,0.1036292917871507,-0.051676539070304985,1.1646713295169238,1.0498686744524393,0.017482517482517484,0.001594896331738437,0.3678482174873352,0.39738929271698,0.027972027972027972,0.03668261562998405
0.6,8,-23.0866615176201,-50.0,0.096654695224338,-0.11233163382698697,121.0,0.11690086126327515,0.41419567644453764,0.4691683975676806,-0.09207840356072718,0.07036762840377092,1.2881087776404128,1.086816992111372,0.003756574004507889,0.002658160552897395,0.3642194867134094,0.4193454384803772,0.021788129226145755,0.05688463583200425
0.6,9,-21.25980311632157,-39.0,0.17508949479414737,-0.21163008081874338,23.0,0.06531691551208496,0.3037599047163448,0.4911766446745604,-0.172460786876669,0.04667504872850966,1.530827470968846,1.0151447862639764,0.003952569169960474,0.0,0.3419612944126129,0.4344032406806946,0.015810276679841896,0.0689149560117302
