plant,planner,planner_arg,seed,rep,wall_s,return_sum,return_mean,steps_survived,survived,diverged,frac_diverged,plan_return_mean,optimism_gap,pred_err_1step,vel_err,yaw_rate_err,torque_rms
0.7,0.7,match,3,0,0.6441636085510254,8.390450894832611,0.8390450894832611,10.0,0.0,0.0,0.02173417408226265,-0.27547569738494027,-1.1145207868682014,2.59864568255984e-05,0.15409299144521355,0.4686181299388409,27.33288567649411
0.7,1.0,1.0,3,0,0.6053588390350342,7.565221190452576,0.8405801322725084,9.0,0.0,0.0,0.01005368233018089,-0.1980274636298418,-1.0386075959023502,0.02228694554651156,0.1516023777011368,0.3235778982440631,30.05877962837806
1.0,1.0,match,3,0,0.6480727195739746,8.29879879951477,0.829879879951477,10.0,0.0,0.0,0.01747735606558207,-0.4932851725154453,-1.3231650524669223,0.017238503400929202,0.16685348749160767,0.07790076131932437,30.325838067030784
1.0,1.0,1.0,3,0,0.743377685546875,9.879752933979034,0.8233127444982529,12.0,0.0,0.0,0.01681529391895641,-0.4364848909052936,-1.2597976354035465,0.023607694417478342,0.19886694476008415,0.24041766642282406,30.737986898166238
1.4,1.4,match,3,0,0.8937168121337891,12.603151142597198,0.7876969464123249,16.0,0.0,0.0,0.004834877653047442,-0.0562121557071805,-0.8439091021195054,0.006049258231966329,0.24483557837083936,0.9718979550525546,28.72525214805857
1.4,1.0,1.0,3,0,0.8126547336578369,10.399989128112793,0.7999991637009841,13.0,0.0,0.0,0.010374977195169777,-0.42854101086656254,-1.2285401745675466,0.020191369112581015,0.17703304604555553,0.6363685781565996,27.573847648006247
2.0,2.0,match,3,0,0.7492609024047852,10.366719007492065,0.8638932506243387,12.0,0.0,0.0,0.0016061045905437575,0.21614256518130953,-0.6477506854430293,0.003941078063813951,0.116387612807254,0.278157961089164,33.51514840072458
2.0,1.0,1.0,3,0,0.7343406677246094,9.909963309764862,0.8258302758137385,12.0,0.0,0.0,0.017072625595822254,-0.3544234484434128,-1.1802537242571511,0.04042020012539896,0.17474216222763062,0.4016524279916969,31.149191242656922
0.5,0.5,match,4,0,0.6564369201660156,8.325371325016022,0.8325371325016022,10.0,0.0,0.0,0.03492759861465958,-0.5467797418435415,-1.3793168743451436,5.1531237760274154e-05,0.1557131540030241,0.35760822854936125,27.946146756400484
0.5,1.0,1.0,4,0,0.6059684753417969,7.521605372428894,0.8357339302698771,9.0,0.0,0.0,0.005752804878284223,-0.444308340549469,-1.280042270819346,0.040823150891810656,0.13220611876911587,0.15805971001585326,32.823826505963595
0.6,0.6,match,4,0,0.8045973777770996,10.884735941886902,0.8372873801451463,13.0,0.0,0.0,0.020546603210580845,-0.36701831221580505,-1.2043056923609514,2.7475118258735165e-05,0.16382802163179105,0.35559223191096234,28.873640507957557
0.6,1.0,1.0,4,0,0.6470856666564941,8.414751172065735,0.8414751172065735,10.0,0.0,0.0,0.01333441468887031,-0.15583709213468763,-0.9973122093412612,0.032050099327332444,0.15657284930348397,0.24106676876544952,27.274033193822195
0.7,0.7,match,4,0,0.6447088718414307,8.466699600219727,0.8466699600219727,10.0,0.0,0.0,0.026885737302816577,-0.28151435156663257,-1.1281843115886052,2.0181104218863766e-05,0.14849162492901086,0.477944116294384,27.459516016063098
0.7,1.0,1.0,4,0,0.5270082950592041,5.877760350704193,0.839680050100599,7.0,0.0,0.0,0.007247436054361363,0.011163671811421713,-0.8285163782891772,0.029806261183694005,0.13068495211856707,0.18566888451044047,33.22806918194928
1.0,1.0,match,4,0,0.9312295913696289,13.198631346225739,0.7763900791897493,17.0,0.0,0.0,0.01752073764509987,-0.6074261390604079,-1.3838162182501572,0.010808264807735668,0.25063178819768567,0.6109896606820471,33.35416326847394
1.0,1.0,1.0,4,0,0.7270750999450684,10.056674063205719,0.8380561719338099,12.0,0.0,0.0,0.010896665403958072,-0.5581102513454177,-1.3961664232792277,0.0287244721773525,0.19045626310010752,0.19277480733580887,32.70460810414221
1.4,1.4,match,4,0,0.6788358688354492,8.60967093706131,0.860967093706131,10.0,0.0,0.0,0.005861936680351694,-0.0874265366130405,-0.9483936303191716,0.006472168150139623,0.12659514397382737,0.18121149465441705,28.93907542873341
1.4,1.0,1.0,4,0,0.886193037033081,12.66064453125,0.791290283203125,16.0,0.0,0.0,0.011703267103681962,-0.5735362400611241,-1.3648265232642491,0.03938829422307511,0.19748978922143579,0.4785866751335561,28.348786904352085
2.0,2.0,match,4,0,2.46118426322937,38.32273072004318,0.723070390944211,53.0,0.0,0.0,0.001697825927224655,0.04675791822732068,-0.6763124727168903,0.007433167229368547,0.31446878569868375,0.8152694926895904,28.2910787709805
