plant,planner,planner_arg,seed,rep,wall_s,return_sum,return_mean,steps_survived,survived,diverged,frac_diverged,plan_return_mean,optimism_gap,pred_err_1step,vel_err,yaw_rate_err,torque_rms
1.0,1.0,match,0,0,66.27051401138306,177.06649768352509,0.578648685240278,306.0,0.0,0.0,0.0,0.464836521082573,-0.11381216415770501,0.0019995238636295013,0.4396293770607098,1.9031638950474707,37.35220756619197
1.0,1.0,match,0,1,4.129185438156128,80.0974577665329,0.5640666039896683,142.0,0.0,0.0,0.0,0.46891350869802717,-0.09515309529164118,0.0015196878795021229,0.5178745809785077,1.7214548431179473,35.74065919849821
1.4,1.4,match,0,0,5.274773359298706,112.143345952034,0.6029212147958817,186.0,0.0,0.0,0.0,0.4223871200068577,-0.180534094789024,0.0003525332471044011,0.4489625252843384,1.7454091443990667,36.16097267228858
1.4,1.4,match,0,1,2.3082501888275146,61.17733973264694,0.7743967054765436,79.0,0.0,0.0,0.0,0.6747880008740302,-0.09960870460251336,0.002435639506418925,0.3019089864779122,1.3730117436262625,37.36231750963
0.7,0.7,match,0,0,2.8259568214416504,75.37842243909836,0.7934570783062985,95.0,0.0,0.0,0.0,0.6173294967714142,-0.17612758153488428,0.0015606471497436997,0.23258683861870516,1.4573849935868852,27.450493458746795
0.7,0.7,match,0,1,4.500936985015869,122.68215185403824,0.786424050346399,156.0,0.0,0.0,0.0,0.5571306057274341,-0.22929344461896484,0.0010244431969861198,0.23881674759710828,1.3172083063863027,33.390851648720684
1.0,1.0,match,1,0,4.922147512435913,134.380435526371,0.7723013535998333,174.0,0.0,0.0,0.0,0.6119993728063354,-0.1603019807934979,0.0008590870024292567,0.2849790865833732,1.5958910808181284,33.13801759510547
1.0,1.0,match,1,1,5.20522665977478,124.26882469654083,0.7020837553476883,177.0,0.0,0.0,0.0,0.5131435145740397,-0.18894024077364857,0.0010094695194918688,0.36677025199609964,1.5320266442068216,33.26464431551793
1.4,1.4,match,1,0,3.1095573902130127,69.08456999063492,0.6707239804916012,103.0,0.0,0.0,0.0,0.5670605953417572,-0.10366338514984397,0.0014818592339884609,0.4219898894356871,1.7930603058086436,33.299219860035194
1.4,1.4,match,1,1,4.431596994400024,110.85173743963242,0.7390115829308828,150.0,0.0,0.0,0.0,0.4923228443468977,-0.24668873858398505,0.00034765118096443347,0.32644316837191584,1.8081829781581957,31.485863205690492
0.7,0.7,match,1,0,3.826092481613159,108.414979159832,0.8404261950374574,129.0,0.0,0.0,0.0,0.7625460820272565,-0.07788011301020092,0.0010554246485767749,0.18643100055064574,1.68099180395289,33.223347107302104
0.7,0.7,match,1,1,3.3530662059783936,79.25412273406982,0.7140011057123408,111.0,0.0,0.0,0.0,0.6525073265487498,-0.061493779163591,0.002096602638059928,0.3726254090129792,1.4983580900977056,31.39022210007796
1.0,1.0,match,2,0,4.444350719451904,87.65318864583969,0.5843545909722646,150.0,0.0,0.0,0.0,0.3643585099094866,-0.21999608106277802,0.0011226521291569378,0.4533026683330536,1.2610092763975262,39.00800752124083
1.0,1.0,match,2,1,4.3601744174957275,106.97312772274017,0.742868942519029,144.0,0.0,0.0,0.0,0.5568263344206177,-0.18604260809841133,0.0008375280842636932,0.3106394412785044,1.9427346238452528,34.14430511217012
